original_text,processed_text,sentiment,confidence
𝐋𝐨𝐜𝐤𝐝𝐨𝐰𝐧 𝟐.𝟎 𝐓𝐞𝐥𝐚𝐡 𝐓𝐢𝐛𝐚! Pemerintah Biden Berencana Mendeklarasikan Keadaan Darurat Nasional Flu Burung untuk Menyabotase Pemerintahan Trump yang Akan Datang! Wajib Ditonton/Dibagikan! #lockdown https://t.co/T0iql21H1i,𝐋𝐨𝐜𝐤𝐝𝐨𝐰𝐧 𝟐.𝟎 𝐓𝐞𝐥𝐚𝐡 𝐓𝐢𝐛𝐚 ! Pemerintah Biden Berencana Mendeklarasikan Keadaan Darurat Nasional Flu Burung untuk Menyabotase Pemerintahan Trump yang Akan Datang ! Wajib Ditonton/Dibagikan ! lockdown,Negative,-0.5386
Trump ararue kila kitu.,Trump ararue kila kitu .,Neutral,0.0
PS Omollo,PS Omollo,Neutral,0.0
Waktu Indonesia bagian nangisin Trump untuk terakhir kalinya di tahun ini,Waktu Indonesia bagian nangisin Trump untuk terakhir kalinya di tahun ini,Neutral,0.0
Pelosi- Obama-Biden-Hillary +++,Pelosi- Obama-Biden-Hillary +++,Neutral,0.0
@Mandelamugendi Wewe fb before irudi 3999,Wewe fb irudi 3999,Neutral,0.0
@Harsh77836750 @da_kerala_girl bhai even elon musk RR kar rha h pichle do mhino se west ab kangal ho chuka h donald trump RR kar rha h. pta nhi tum kis duniya me rhte ho.,bhai even elon musk RR kar rha h pichle mhino se west ab kangal ho chuka h donald trump RR kar rha h. pta nhi tum kis duniya rhte ho .,Neutral,0.0
@realTrumpNewsX Melania Trump ️,Melania Trump ️,Neutral,0.0
Ekstrimnya prabowo sama kayak trump,Ekstrimnya prabowo sama kayak trump,Neutral,0.0
Tahun ini 2024 ialah tahun yang banyak perkara dari segi Geopolitik Dunia Dengan Donald Trump kembali menjadi Presiden US Kisah pengisytiharan Undang Undang Tentera separuh masak di Korea Selatan Berakhirnya Perang Saudara Syria dan jatuhnya Rejim Bashar Assad Serangan Iran,Tahun ini 2024 ialah tahun yang banyak perkara dari segi Geopolitik Dunia Dengan Donald Trump kembali menjadi Presiden US Kisah pengisytiharan Undang Undang Tentera separuh masak di Korea Selatan Berakhirnya Perang Saudara Syria dan jatuhnya Rejim Bashar Assad Serangan Iran,Neutral,0.0
@Michell33650674 Trump USA USA USA,Trump USA USA USA,Neutral,0.0
Oh begini rasanya ya perasaan warga Amerika mendapat presiden konyol seperti Trump.,Oh begini rasanya ya perasaan warga Amerika mendapat presiden konyol seperti Trump .,Neutral,0.0
FvPe5qTdpBcrzMv6W3Rj2CVKfEHRGtZZqqLKh7ZGpump,FvPe5qTdpBcrzMv6W3Rj2CVKfEHRGtZZqqLKh7ZGpump,Neutral,0.0
@AshtheticX BG sound,BG sound,Neutral,0.0
@JaikyYadav16 Paki,Paki,Neutral,0.0
@Trump_Fact_News Mouahahahaha,Mouahahahaha,Neutral,0.0
Temu Trump? ,Temu Trump ?,Neutral,0.0
@SaraCarterDC Temu Trump? ,Temu Trump ?,Neutral,0.0
@Sukiman_Mohamed @SaifulAdn Menurut penyembah tok guru mereka cakap dia adalah org terhebat di dunia. Trump dah telipon dia bila menang pilihanraya hari tu. Lepas ni akan jemput dia ke US utk inauguration. Putin dan Xi pun selalu telipon dia utk tanya pen,Menurut penyembah tok guru mereka cakap dia adalah org terhebat di dunia . Trump dah telipon dia bila menang pilihanraya hari tu . Lepas ni akan jemput dia ke US utk inauguration . Putin dan Xi pun selalu telipon dia utk tanya pen,Neutral,0.0
@elonmusk Kekius?,Kekius ?,Neutral,0.0
@Weare667 @DudeProtude1998 @Mr_Foujeet Filthy afghani,Filthy afghani,Neutral,0.0
@VirginiePerez15 Trump et Melania️️️,Trump et Melania️️️,Neutral,0.0
@Mr_Foujeet These mfers r criminals and rapists.... REMOVE THEM ALL FROM PAKISTAN. NIKALO NIKALO NIKALO Afghani Ghar wapsi.... Afghani go home,mfers r criminals rapists .... REMOVE PAKISTAN . NIKALO NIKALO NIKALO Afghani Ghar wapsi .... Afghani go home,Negative,-0.8402
@RockNRoLL_85 RIP Randy Meisner! ️️,RIP Randy Meisner ! ️️,Neutral,0.0
@Trump_MemeC 6uEU8Tb5Ttk5XApw6KDxJVgeHXZgs4oZcqL4VJ4tT3iV,6uEU8Tb5Ttk5XApw6KDxJVgeHXZgs4oZcqL4VJ4tT3iV,Neutral,0.0
Konflik di Laut China Selatan persaingan AS-China perang genosid Israel ke atas Gaza perang Rusia-Ukraine dan Trump 2.0 antara tumpuan cabaran geopolitik global pada 2025. Adakah Malaysia bersedia? #AgendaAWANI #AWANInews https://t.co/lgweri08Sz,Konflik di Laut China Selatan persaingan AS-China perang genosid Israel ke atas Gaza perang Rusia-Ukraine dan Trump 2.0 antara tumpuan cabaran geopolitik global pada 2025 . Adakah Malaysia bersedia ? AgendaAWANI AWANInews,Neutral,0.0
@Intel_Imut Bener kata Trump anjing emang covid. Trump aja melawan konspirasi covid dulu awal awal digoblok goblokin se global,Bener kata Trump anjing emang covid . Trump aja melawan konspirasi covid dulu awal awal digoblok goblokin se global,Neutral,0.0
@TestDummy04 Julian?,Julian ?,Neutral,0.0
@Trump_MemeC Happy New Year ! Eryz5Zd6WWFjz6zQ6mJLV3r9rGUFkhtEkiim6Bv6ErK6,Happy New Year ! Eryz5Zd6WWFjz6zQ6mJLV3r9rGUFkhtEkiim6Bv6ErK6,Positive,0.6114
@nobodygiveafvck Serendah itu tim tolol enih,Serendah itu tim tolol enih,Neutral,0.0
@juliocesarnobre @GayerGus Teucu,Teucu,Neutral,0.0
@broskisol 4UdEbnANSNyX8hCmwkAcky3Gw7HP8VEZLouC2PVqc2RD $Trump and $Elon have no chance vs the $PENGU,4UdEbnANSNyX8hCmwkAcky3Gw7HP8VEZLouC2PVqc2RD $ Trump $ Elon chance vs $ PENGU,Positive,0.25
@Trump_MemeC FxMtTsaCFj3VTYaZTQswPuaHKNyjTKsmQai4AN6yzcn5,FxMtTsaCFj3VTYaZTQswPuaHKNyjTKsmQai4AN6yzcn5,Neutral,0.0
See ya,See ya,Neutral,0.0
Persona non grata s before jan 20 Donald trump Greenland Canada Panama Elon musk Germany Vivek ramaswamy uaa Vance usa Rfkjr usa Tulasi usa,Persona non grata jan 20 Donald trump Greenland Canada Panama Elon musk Germany Vivek ramaswamy uaa Vance usa Rfkjr usa Tulasi usa,Neutral,0.0
@trumfsol F6zCwjmP9ZAYjhvpZjuWKfrSBT4pg9KpmotiFhZLykNq thanks trump,F6zCwjmP9ZAYjhvpZjuWKfrSBT4pg9KpmotiFhZLykNq thanks trump,Positive,0.4404
@cb_doge MAHA,MAHA,Neutral,0.0
@brutalfightz2 Klingon mating ritual?,Klingon mating ritual ?,Neutral,0.0
@Trump_MemeC CCiPatJGkFzphkKz7UG2sMbqVi8jmFEMY817rg1QWLV3,CCiPatJGkFzphkKz7UG2sMbqVi8jmFEMY817rg1QWLV3,Neutral,0.0
@TRUMP_ARMY_ AMAN,AMAN,Neutral,0.0
@Soaringeagle45 bwahahahah,bwahahahah,Neutral,0.0
Serangan peluru berpandu dan dron Rusia ke atas Ukraine hentam pelbagai sasaran termasuk Kyiv https://t.co/NCe8Ub4J9A #Russia #Ukraine #Kyiv #Sumy #Shostka #Biden #Trump #Darnytskyi #dron #missile,Serangan peluru berpandu dan dron Rusia ke atas Ukraine hentam pelbagai sasaran termasuk Kyiv Russia Ukraine Kyiv Sumy Shostka Biden Trump Darnytskyi dron missile,Neutral,0.0
Ah YES️️ Free Europa‼️ Long Live Kekius Maximus &amp,Ah YES️️ Free Europa‼️ Long Live Kekius Maximus & amp,Positive,0.5106
@TellingRavindra 90 underestimate kerr reha ho atleast 95 jayega trump effect abhi dekha nahi hai jab hoga tab dekhna,90 underestimate kerr reha ho atleast 95 jayega trump effect abhi dekha nahi hai jab hoga tab dekhna,Negative,-0.296
@NarundarM Trump ko peisa dene se man jayega na??,Trump ko peisa dene se man jayega na ? ?,Neutral,0.0
@onchainKei Gm Mkei,Gm Mkei,Neutral,0.0
@TRUMP_2025_DON CCiPatJGkFzphkKz7UG2sMbqVi8jmFEMY817rg1QWLV3,CCiPatJGkFzphkKz7UG2sMbqVi8jmFEMY817rg1QWLV3,Neutral,0.0
@DrBerndBaumann @Suse22260 bravo...hoffnung..trump..musk...putin..orban...undafd,bravo ... hoffnung .. trump .. musk ... putin .. orban ... undafd,Neutral,0.0
@SamKhan999 @balajidbv tere jaiso ki Maa chudni chahiye behn ke Lund. Trump teri bina tel ke gaand marega ab. Or yaha India me Modi lega,tere jaiso ki Maa chudni chahiye behn ke Lund . Trump teri bina tel ke gaand marega ab . yaha India Modi lega,Neutral,0.0
@theAstroknot_ @AmericansHappy @AbrahamCheng79 @_Trump_won_2020 @Trump_Dan_lucas @ProTrump2015 @ChadHarris1975 @I_am_all4MAGA @ropieled @AdamMAGA_Smith @TXPatriot60 @DAym4720 @louisedbegin @Catavina17 @EzekielJohn9797 @Rich_Minds_Prod @CapturedVox @RalphC,,Neutral,0.0
Just in #finance: Bagaimana Fed dan Trump bisa bertabrakan pada tahun 2025. Selengkapnya: https://t.co/kdQk96Lulh. #Pomodo #Fed #Trump2025 #Economy,finance : Bagaimana Fed dan Trump bisa bertabrakan pada tahun 2025 . Selengkapnya : Pomodo Fed Trump2025 Economy,Neutral,0.0
@Nirob_Tweet Bollywood military ,Bollywood military,Neutral,0.0
@RejekiEasy Masih Ghoib ya berarti?,Masih Ghoib ya berarti ?,Neutral,0.0
@Trump_MemeC 2kF1B4a4WcUa8eCAw9ofh8dFJuV93vpWYJ4t2nT8C9tL,2kF1B4a4WcUa8eCAw9ofh8dFJuV93vpWYJ4t2nT8C9tL,Neutral,0.0
@danel_trump Teraaang,Teraaang,Neutral,0.0
3. Gw sendiri gk bisa trading gw cuman bisa spekulasi melalui berita dan informasi sebagai contoh kayak berita Trump bilang akan dukung crypto kalau dia jadi Presiden...gara-gara itu aja orang udah pada fomo dan mulai cari tahu gimana untuk dapat bitcoin.(Fomo is real) https://t.co/cG6xaPFRNS,3 . Gw sendiri gk bisa trading gw cuman bisa spekulasi melalui berita dan informasi sebagai contoh kayak berita Trump bilang akan dukung crypto kalau dia jadi Presiden ... gara-gara itu aja orang udah pada fomo dan mulai cari tahu gimana untuk dapat bitcoin . ( Fomo real ),Neutral,0.0
@KhanifridwanST Fomc Trump NFP Claim data ADP CPI PPI PCE ya itu-itulah yg saya bahas tiap bulan. Walau muak pun tetep akan saya bahas. Duitnya disitu,Fomc Trump NFP Claim data ADP CPI PPI PCE ya itu-itulah yg saya bahas tiap bulan . Walau muak pun tetep akan saya bahas . Duitnya disitu,Neutral,0.0
@danel_trump Halah..,Halah ..,Neutral,0.0
@danel_trump Mau tes udan,Mau tes udan,Neutral,0.0
Belasan perguruan tinggi di AS telah mengeluarkan imbauan meskipun rencana imigrasi Trump masih belum pasti. [2] https://t.co/ZhwyFBFX8Q,Belasan perguruan tinggi di telah mengeluarkan imbauan meskipun rencana imigrasi Trump masih belum pasti . [ 2 ],Neutral,0.0
Hal ini karena adanya kekhawatiran bahwa Trump mungkin akan memberlakukan larangan perjalanan ke AS seperti yang ia lakukan pada masa pemerintahan pertamanya. [1] https://t.co/eNFCW8hgkO,Hal ini karena adanya kekhawatiran bahwa Trump mungkin akan memberlakukan larangan perjalanan ke seperti yang ia lakukan pada masa pemerintahan pertamanya . [ 1 ],Neutral,0.0
Semakin banyak perguruan tinggi dan universitas di Amerika Serikat yang menyarankan mahasiswa internasional untuk kembali ke kampus sebelum Presiden terpilih Donald Trump dilantik pada 20 Januari 2025 mendatang. https://t.co/md0i8M13Fp https://t.co/d3nkPUnhgn,Semakin banyak perguruan tinggi dan universitas di Amerika Serikat yang menyarankan mahasiswa internasional untuk kembali ke kampus sebelum Presiden terpilih Donald Trump dilantik pada 20 Januari 2025 mendatang .,Neutral,0.0
@TheMotre @OGL_HQ TG : @.OKTOBER_BULLISH https://t.co/sYNbM0CQbE,TG : @ .OKTOBER_BULLISH,Neutral,0.0
@HUTZAI091222 Aamiin yaa Rabbal'alamiin saling tularin rezekinya,Aamiin yaa Rabbal'alamiin saling tularin rezekinya,Neutral,0.0
@SirKazamJeevi polish karne gaya he trump ke,polish karne gaya trump ke,Neutral,0.0
Konflik di Laut China Selatan persaingan AS-China perang genosid Israel ke atas Gaza perang Rusia-Ukraine dan Trump 2.0 antara tumpuan cabaran geopolitik global pada 2025. Adakah Malaysia bersedia? @501Awani https://t.co/JF1agbhbFx,Konflik di Laut China Selatan persaingan AS-China perang genosid Israel ke atas Gaza perang Rusia-Ukraine dan Trump 2.0 antara tumpuan cabaran geopolitik global pada 2025 . Adakah Malaysia bersedia ?,Neutral,0.0
@ashoswai Allah ka shukar Karo Pakistan ki qadar Karo.,Allah ka shukar Karo Pakistan ki qadar Karo .,Neutral,0.0
11. NOVEMBER 2024 Uchaguzi wa Marekani ambapo Trump akashinda dhidi ya Joe Biden Kuanguka kwa Jengo la Kariakoo na kuua watu 34 na Majeruhi. Sakata la Niffer na Diva the Bawse baada ya kuchangisha watu michango ya Janga la Kariakoo kinyume cha sheria https://t.co/709GKJZr5r,11 . NOVEMBER 2024 Uchaguzi wa Marekani ambapo Trump akashinda dhidi ya Joe Biden Kuanguka kwa Jengo la Kariakoo na kuua watu 34 na Majeruhi . Sakata la Niffer na Diva Bawse baada ya kuchangisha watu michango ya Janga la Kariakoo kinyume cha sheria,Neutral,0.0
Donald Trump kupigwa na Risasi wakati wa Compaign Komasava Remix ya Diamond na Hakuna Matata music video ya Marioo zikatoka na kupelekea watu kuzishindanisha. Uzinduzi wa jersey za Simba na Yanga Waigizaji wa Tanzania kwenda South Korea kujifunza. https://t.co/RZJ2wzjufG,Donald Trump kupigwa na Risasi wakati wa Compaign Komasava Remix ya Diamond na Hakuna Matata music video ya Marioo zikatoka na kupelekea watu kuzishindanisha . Uzinduzi wa jersey za Simba na Yanga Waigizaji wa Tanzania kwenda South Korea kujifunza .,Positive,0.34
@politicturk Helal olsun trump reis,Helal olsun trump reis,Neutral,0.0
@KhaN_SaaB79 @ashoswai Hum rehem dil musalman Hain. Awam aur police dono musalman Hain India mein Hindu police zalim hai ... Khas kar Kay musalmano Kay Saath,Hum rehem dil musalman Hain . Awam aur police dono musalman Hain India mein Hindu police zalim hai ... Khas kar Kay musalmano Kay Saath,Neutral,0.0
@Swamy39 Trump will say Adani ko leke aah Jaana. Jail mein Chai denge,Trump say Adani ko leke aah Jaana . Jail mein Chai denge,Neutral,0.0
@SocialMediaUrdu @Waqarkhan123 20 tk Allah kary zani 804 mar jayee mulk dushman kutta taky lanti trump ko iss yahoodi kutty ki dead body bhej k gift dya jaye,20 tk Allah kary zani 804 mar jayee mulk dushman kutta taky lanti trump ko iss yahoodi kutty ki dead body bhej k gift dya jaye,Negative,-0.34
Dia tuh keknya asal bunyi kek trump deh,Dia tuh keknya asal bunyi kek trump deh,Neutral,0.0
@elonmusk @X @6TK9Cn1RB4A49B1 @DrEliDavid @lindayaX @WallStreetMav @heymusafir @xai @CherylWroteIt @IDF @netanyahu @realDonaldTrump Shalom Salam Veahavta . Aku berdoa syafaat untuk Trump sejak Januari 2021. Ein od milvado Ana Adonai Hoshiana God bless Ame,Shalom Salam Veahavta . Aku berdoa syafaat untuk Trump sejak Januari 2021 . Ein od milvado Ana Adonai Hoshiana God bless Ame,Positive,0.5994
@Trump_MemeC 28zmqidCNERBPJTk3B2Bk7NtDbZ4J3MVTf9wKHWB26H8,28zmqidCNERBPJTk3B2Bk7NtDbZ4J3MVTf9wKHWB26H8,Neutral,0.0
@sathyashrii Jai Adani ji Jai Trump ji De do invitation ji.,Jai Adani ji Jai Trump ji De invitation ji .,Neutral,0.0
Udah bisa di tebak si amrik mau menutup diri dari pendatang ketika si trump jadi presiden tapi dah telat sekarang amrik dah layaknya negara latina .. kalopun deportasi besar besaran bayangin penjara imigran gelap di sana sembludak apa kasian si orang indo yang sekolah di sana,Udah bisa di tebak si amrik mau menutup diri dari pendatang ketika si trump jadi presiden tapi dah telat sekarang amrik dah layaknya negara latina .. kalopun deportasi besar besaran bayangin penjara imigran gelap di sana sembludak apa kasian si orang indo yang sekolah di sana,Neutral,0.0
@TRUMP_ARMY_ Isis,Isis,Neutral,0.0
@sociotalker Ini kaya Trump yg ngomong global warming is bs ya?,Ini kaya Trump yg ngomong global warming bs ya ?,Positive,0.1531
Legendary ^^ #Bitcoin $BTC #Crypto #Altcoins #Memes #Trump #ElonMusk #HODL https://t.co/8K9y7NOmOg,Legendary ^^ Bitcoin $ BTC Crypto Altcoins Memes Trump ElonMusk HODL,Neutral,0.0
@aewin86 kecuali nanti nih pas trump mrk ga suka trump kan ,kecuali nanti nih pas trump mrk ga suka trump kan,Neutral,0.0
@SHABAZGIL G janab jis ko pti certificate day g Kay ya musalman hai ghadar hai wo hi hu ga thek sirf pti clear jamat hai Baki sub ghdar or kafir Hain . Ya Allah madad Kay bad ya trump madad wah gill sab.,G janab jis ko pti certificate day g Kay ya musalman hai ghadar hai wo hi hu ga thek sirf pti clear jamat hai Baki sub ghdar kafir Hain . Ya Allah madad Kay bad ya trump madad wah gill sab .,Negative,-0.2263
@TrumpxSolan FDNBsRCmns18QhLwHGvwN8uU1f49UYUNQv2ni8sr6XbV Trump!! Trump!! Trump!!,FDNBsRCmns18QhLwHGvwN8uU1f49UYUNQv2ni8sr6XbV Trump ! ! Trump ! ! Trump ! !,Neutral,0.0
@rishibagree Ayodhya Modi Yogi Trump.,Ayodhya Modi Yogi Trump .,Neutral,0.0
@Trump_Cion 89RizbwHjUe2LogSu23VPwKsxrXPZnftk8FxoQ6iy5xQ,89RizbwHjUe2LogSu23VPwKsxrXPZnftk8FxoQ6iy5xQ,Neutral,0.0
@Swamy39 Aaaabbbb ki barrrr donaaalddd trump sarkar https://t.co/HxPx5ffs9y,Aaaabbbb ki barrrr donaaalddd trump sarkar,Neutral,0.0
@komunangis makn aneh cok banyak banget post-truthnya ini mah Trump versi downgrade,makn aneh cok banyak banget post-truthnya ini mah Trump versi downgrade,Neutral,0.0
Rusia Tolak Proposal Damai Dengan Ukraina Yang Diajukan Trump https://t.co/qNGHNffxQO,Rusia Tolak Proposal Damai Dengan Ukraina Yang Diajukan Trump,Neutral,0.0
Ehe dengei,Ehe dengei,Neutral,0.0
@BosRiyan gausah nunjuk2 gitu pak trump,gausah nunjuk2 gitu pak trump,Neutral,0.0
BBC - BacotanBacotan Cantik (12/31) Dari awal tahun 2024 Bitcoin udah run lebih dari 2x lipat. Perjalananya lancar? Tentu aja ngga. - Halving - HK ETF - Iran strike - German sell off - Perang panas di Middle East berlanjut - Kamala flipped Polymarket - USDT Fud - Trump,BBC - BacotanBacotan Cantik ( 12/31 ) Dari awal tahun 2024 Bitcoin udah run lebih dari 2x lipat . Perjalananya lancar ? Tentu aja ngga . - Halving - HK ETF - Iran strike - German sell - Perang panas di Middle East berlanjut - Kamala flipped Polymarket - USDT Fud - Trump,Negative,-0.3818
Mahkamah Rayuan AS tolak rayuan Trump kes serangan seksual fitnah Carroll #BHdunia Susulan keputusan juri New York tahun lalu memerintahkan Trump bayar ganti rugi AS$5 juta atas dua kesalahan itu https://t.co/ghHKMvJ3Ne,Mahkamah Rayuan tolak rayuan Trump kes serangan seksual fitnah Carroll BHdunia Susulan keputusan juri New York tahun lalu memerintahkan Trump bayar ganti rugi $ 5 juta atas dua kesalahan itu,Neutral,0.0
@Trump_MemeC Done Follow + like ️ + rt comment and support 8bws2JSNMseMV2yqe7kwCckQmv79SY6DzvHEazQqPQnZ,Done Follow + like ️ + rt comment support 8bws2JSNMseMV2yqe7kwCckQmv79SY6DzvHEazQqPQnZ,Positive,0.6369
$USUAL LONG 10X Target 1: 10% ROI Target 2: 20% ROI Target 3: 40% ROI Target 4: 60% ROI Target 5: 90% ROI Target 6: 120% ROI StopLoss: 0.85 #btc eth Bitcoin #xrp #sol #aave #Syria #Trump #sui #pepe #doge #xvg #india #us #china #pnut #stockmarket #wif https://t.co/LBaSK8EKwz,$ USUAL LONG 10X Target 1 : 10 % ROI Target 2 : 20 % ROI Target 3 : 40 % ROI Target 4 : 60 % ROI Target 5 : 90 % ROI Target 6 : 120 % ROI StopLoss : 0.85 btc eth Bitcoin xrp sol aave Syria Trump sui pepe doge xvg india us china pnut stockmarket wif,Neutral,0.0
@Trump_MemeC E51jkXw59xQWb3iRdocVa8VNwVKtMPU737ARo8rtbziG,E51jkXw59xQWb3iRdocVa8VNwVKtMPU737ARo8rtbziG,Neutral,0.0
@_Chuks1 Yooh chuks gm,Yooh chuks gm,Neutral,0.0
@SirKazamJeevi Jaishankar to Trump administration:: bus 1-2 photo kheench ke nikal jaayenge saahab....bulao na unko pleeeezzz pleeeze.,Jaishankar Trump administration : : bus 1-2 photo kheench ke nikal jaayenge saahab .... bulao na unko pleeeezzz pleeeze .,Neutral,0.0
@Trump_MemeC 7n14EbYZ1ixgQVWT56uXEtRKUAAYojHhrh2X7X6WHX6E,7n14EbYZ1ixgQVWT56uXEtRKUAAYojHhrh2X7X6WHX6E,Neutral,0.0
@Paul_Koshy Trump s office??? Nalla toh hai hi yeda bhi hai tu. Bakwas karne ki aadat hai tum Congress chatukar ko https://t.co/YBQqwLlgcO,Trump office ? ? ? Nalla toh hai hi yeda bhi hai tu . Bakwas karne ki aadat hai tum Congress chatukar ko,Neutral,0.0
@deqirol mgkn penggunaan kataku keliru tp valid yg dimaksud disini adalah concern-nya mbak yg postingannya di ss (tdk brmksd membnrkan tindakan org amrik) kalo amrik bs segitu parahnya jg krn policy Trump trll memberatkan wanita jadinya byk yg kecewa para,mgkn penggunaan kataku keliru tp valid yg dimaksud disini adalah concern-nya mbak yg postingannya di ss ( tdk brmksd membnrkan tindakan org amrik ) kalo amrik bs segitu parahnya jg krn policy Trump trll memberatkan wanita jadinya byk yg kecewa para,Neutral,0.0
@Trump_MemeC DS83xx93bZ3eseLCXx7JsqdzZrJ1Nu4HaMtaHzHrh2kp,DS83xx93bZ3eseLCXx7JsqdzZrJ1Nu4HaMtaHzHrh2kp,Neutral,0.0
@Trump_MemeC 4U8Z33wsNsgULZe6mB9K3gGYyHU63v98LZUPzQ9y5q4J,4U8Z33wsNsgULZe6mB9K3gGYyHU63v98LZUPzQ9y5q4J,Neutral,0.0
@Trump_MemeC 5FY8Y4r5D8UZPiCWqjrJeDV4gh5FCct3d9UsXzx5cBDr,5FY8Y4r5D8UZPiCWqjrJeDV4gh5FCct3d9UsXzx5cBDr,Neutral,0.0
@maspinlaliwin Taun baru terang apa yak ki tumben nduwur palah katon padhang pdhl kene udan plus gludug lho,Taun baru terang apa yak ki tumben nduwur palah katon padhang pdhl kene udan plus gludug lho,Neutral,0.0
@maspinlaliwin Padahal gaji gede ,Padahal gaji gede,Neutral,0.0
@PeterMupondi @TogarepiPupurai This guy @TogarepiPupurai mhondi yekwani 2008 killed a lot of people kuma base avo now akuda kutiwudza zvekushata kwemurungu Iye atori mhondi zvayo apa haana kana chaainacho nekuti mweya iri kumuteera,guy mhondi yekwani 2008 killed lot people kuma base avo akuda kutiwudza zvekushata kwemurungu Iye atori mhondi zvayo apa haana kana chaainacho nekuti mweya iri kumuteera,Negative,-0.6705
@Trump_MemeC 5FY8Y4r5D8UZPiCWqjrJeDV4gh5FCct3d9UsXzx5cBDr,5FY8Y4r5D8UZPiCWqjrJeDV4gh5FCct3d9UsXzx5cBDr,Neutral,0.0
@kevinolearytv Trump Dakota!,Trump Dakota !,Neutral,0.0
CEO wa Ford huyu. Anakuja mpuuzi Trump anabweka vitu vya ajabu Tarrifs containing china . He will be beaten with reality as have all others.,CEO wa Ford huyu . Anakuja mpuuzi Trump anabweka vitu vya ajabu Tarrifs containing china . beaten reality others .,Negative,-0.4215
@Chelsea_boiv2 Wahala dey ooh,Wahala dey ooh,Neutral,0.0
@bbcgahuza Ubu aka ni agakuru ko gutera impuhwe Trump? Propaganda zanyu rwose ngo mwaganiriye n'umuhinga mu guteka imboga Ukraine ifite option imwe gusa kwemera ibyo isabwa na Russia. Barabicishije barashize none barashaka izindi ntwalo ngo bakomeze bashi,Ubu aka ni agakuru ko gutera impuhwe Trump ? Propaganda zanyu rwose ngo mwaganiriye n'umuhinga mu guteka imboga Ukraine ifite option imwe gusa kwemera ibyo isabwa na Russia . Barabicishije barashize none barashaka izindi ntwalo ngo bakomeze bashi,Negative,-0.25
Usitarajie watu wote watakutendea sawa na wewe ulivyowatendea haijalishi umefanya wema kiasi gani...,Usitarajie watu wote watakutendea sawa na wewe ulivyowatendea haijalishi umefanya wema kiasi gani ...,Neutral,0.0
Xd shows dlm Trump dlm Pongal holiday dlm,Xd shows dlm Trump dlm Pongal holiday dlm,Positive,0.7579
@mshambuliaji Lissu akiwa Rais sisi Kenyans tutasingiziwa mengi kwa Trump,Lissu akiwa Rais sisi Kenyans tutasingiziwa mengi kwa Trump,Neutral,0.0
@grenel_parody imran khan,imran khan,Neutral,0.0
@Trump_MemeC Etm4EQERrARigcMYFwtRWAxruBsaRkgKtdu3ExNadSTQ,Etm4EQERrARigcMYFwtRWAxruBsaRkgKtdu3ExNadSTQ,Neutral,0.0
@Kuyshopp2 Bisa aja sih Donald Trump,Bisa aja sih Donald Trump,Neutral,0.0
@HariManjhi ye Washington me qya karne gya hi pta kro sunne me aa rha hi ki Trump bhaw nhi de rha hi .. https://t.co/6Vgy82fgAK,ye Washington qya karne gya hi pta kro sunne aa rha hi ki Trump bhaw nhi de rha hi ..,Neutral,0.0
Ada berbagai peristiwa di dunia yang menjadi sorotan pada tahun 2024 ini. Diantaranya Pilpres Amerika Serikat dan p3n3mb4k4n Donald Trump kembalinya Putin menjadi Presiden Rusia hingga Darurat Militer Korea Selatan dan pemakzulan Presiden Korea Selatan #KaleidoskopMetroTV https://t.co/alinySDQcH,Ada berbagai peristiwa di dunia yang menjadi sorotan pada tahun 2024 ini . Diantaranya Pilpres Amerika Serikat dan p3n3mb4k4n Donald Trump kembalinya Putin menjadi Presiden Rusia hingga Darurat Militer Korea Selatan dan pemakzulan Presiden Korea Selatan KaleidoskopMetroTV,Neutral,0.0
@jimNjue_ This is a lie Trump will deport illegal aliens as promised plus tungoje akuwe sworn in ndio tupush propaganda kama hizi Jan 20 bado hijafika,lie Trump deport illegal aliens promised plus tungoje akuwe sworn ndio tupush propaganda kama hizi Jan 20 bado hijafika,Negative,-0.4767
@Trump_MemeC CGTG4FSMF5sZXntKjDxNGTKDDQNR8eU1aC3LkmjgRzQ4,CGTG4FSMF5sZXntKjDxNGTKDDQNR8eU1aC3LkmjgRzQ4,Neutral,0.0
@Trump_MemeC yk18qAbtn7qaMQuGVBhYvNsRYrxQS3MS4UR87vNPDfZ,yk18qAbtn7qaMQuGVBhYvNsRYrxQS3MS4UR87vNPDfZ,Neutral,0.0
@21_mozza Doi mati di lanjtutin trump. Nggak udah2 ini njiiir,Doi mati di lanjtutin trump . Nggak udah2 ini njiiir,Neutral,0.0
@jirovision Gm JIRO,Gm JIRO,Neutral,0.0
@Yurinxz @tanyakanrl jadi inget salah satu moots ku org luar kenal dri ome tv waktu trump menang kemarin dia sampe maki maki bapaknya di igs karna bapak dia dukung Trump,jadi inget salah satu moots ku org luar kenal dri ome tv waktu trump menang kemarin dia sampe maki maki bapaknya di igs karna bapak dia dukung Trump,Neutral,0.0
Diplomat Bender: AI Song. Trump featuring Putin Kamala Harris Hillary ... https://t.co/IfqLsJJOAX via @YouTube,Diplomat Bender : AI Song . Trump featuring Putin Kamala Harris Hillary ... via,Neutral,0.0
@TRUMP_ARMY_ Blah blah blah,Blah blah blah,Negative,-0.296
@bgyether Helal la Trump,Helal la Trump,Neutral,0.0
