full_text,username,label,original_text,processed_text,sentiment,confidence
@nicksortor I m in a border town. We ve seen so much already we can hardly wait for January 20th when Trump is free to turn things around. 45~️🇺🇸~47,ChicagoCatwoman,,@nicksortor I m in a border town. We ve seen so much already we can hardly wait for January 20th when Trump is free to turn things around. 45~️🇺🇸~47,border town seen much alreadi hardli wait januari 20th trump free turn thing around 4547,Negative,0.9752302765846252
@realTrumpNewsX Do just like Trump did for Biden s Inauguration.,mason_foret,,@realTrumpNewsX Do just like Trump did for Biden s Inauguration.,like trump biden inaugur,Negative,0.9964871406555176
3. ...POINT OF EMPHASIS: #hashtags ONE + SEVEN... again DISGRACE! #TRUMPISUNFITFOROFFICE #TRUMPISATRAITOR #TRUMPISARAPIST #TRUMPISNOTWELL #TRUMP2024MAGA #DONALDTRUMP2024 #donaldJtrump #DONALDTRUMP #TRUMP #FAIL,ActivistBowen2,,3. ...POINT OF EMPHASIS: #hashtags ONE + SEVEN... again DISGRACE! #TRUMPISUNFITFOROFFICE #TRUMPISATRAITOR #TRUMPISARAPIST #TRUMPISNOTWELL #TRUMP2024MAGA #DONALDTRUMP2024 #donaldJtrump #DONALDTRUMP #TRUMP #FAIL,point emphasi one seven disgrac,Negative,0.9938663840293884
I think when Trump gets in he should go scorced earth on everything Biden enacted AND THEN SOME. These immature children are playing games with their last minute crap that will hurt the country. Give them something to cry about for real.,BlubonnetGal,,I think when Trump gets in he should go scorced earth on everything Biden enacted AND THEN SOME. These immature children are playing games with their last minute crap that will hurt the country. Give them something to cry about for real.,think trump get go scorc earth everyth biden enact immatur children play game last minut crap hurt countri give someth cri real,Negative,0.9964489936828613
@TuckerCNews Trump should revoke anything the President with Alzheimer's did in the past 4 years.,KevinHe08110284,,@TuckerCNews Trump should revoke anything the President with Alzheimer's did in the past 4 years.,trump revok anyth presid alzheim past year,Negative,0.901250958442688
@miglet35 @danirish @Friended4Ever @TonyUzuki @ModeratelyR @jordanbpeterson Yes. This isn't some secret information. Trump's inner circle specifically named her lol. Why do you think she wae out afterwards.,LibertarianTrap,,@miglet35 @danirish @Friended4Ever @TonyUzuki @ModeratelyR @jordanbpeterson Yes. This isn't some secret information. Trump's inner circle specifically named her lol. Why do you think she wae out afterwards.,ye isnt secret inform trump inner circl specif name lol think wae afterward,Negative,0.9900784492492676
They all know...it's over. #WeThePeople Thank God for #Trump,AlightwithinM,,They all know...it's over. #WeThePeople Thank God for #Trump,knowit thank god,Positive,0.9984450936317444
I've learned something from working in corporate America for 25+ years. If you push back it gets results. This is something Donald Trump understands. Always push back against tyrany. https://t.co/El4G0uucqv,Truth_Junkie2,,I've learned something from working in corporate America for 25+ years. If you push back it gets results. This is something Donald Trump understands. Always push back against tyrany. https://t.co/El4G0uucqv,ive learn someth work corpor america 25 year push back get result someth donald trump understand alway push back tyrani,Negative,0.977214515209198
@GuntherEagleman @LeadingReport Do you really think they re gonna let someone great be speaker? No they re not wise up and realize it s best we can get rn. Need a speaker so Trump can start day 1. I mean jeez do you really want this to drag on for months ,RaceDayRoar,,@GuntherEagleman @LeadingReport Do you really think they re gonna let someone great be speaker? No they re not wise up and realize it s best we can get rn. Need a speaker so Trump can start day 1. I mean jeez do you really want this to drag on for months ,realli think gon na let someon great speaker wise realiz best get rn need speaker trump start day mean jeez realli want drag month,Negative,0.9985826015472412
@DesireeAmerica4 Harry Sisson for sure. Because he's still allowing himself to be dragged down by the party of degenerate psychopaths. Spouting nonsense about Trump voters regretting their vote when the man isn't even in office yet. He's too deep into the,mikepiyp,,@DesireeAmerica4 Harry Sisson for sure. Because he's still allowing himself to be dragged down by the party of degenerate psychopaths. Spouting nonsense about Trump voters regretting their vote when the man isn't even in office yet. He's too deep into the,harri sisson sure he still allow drag parti degener psychopath spout nonsens trump voter regret vote man isnt even offic yet he deep,Negative,0.9484402537345886
Stacey Abrams says Trump re-election was not a 'seismic shift' or 'landslide' @staceyabrams is a moron. HOW did she become a Millionaire??? https://t.co/ZajkSRmbMJ,wolters_ann,,Stacey Abrams says Trump re-election was not a 'seismic shift' or 'landslide' @staceyabrams is a moron. HOW did she become a Millionaire??? https://t.co/ZajkSRmbMJ,stacey abram say trump reelect seismic shift landslid moron becom millionair,Negative,0.9837741851806641
@TheDrugMoney TRUMP,lau01975,,@TheDrugMoney TRUMP,trump,Positive,0.9725902080535889
@LarryDJonesJr Who cares! The DEI office is one of the first on the chopping block of wasteful government spending once Trump is back in office!,Joespeakstruth,,@LarryDJonesJr Who cares! The DEI office is one of the first on the chopping block of wasteful government spending once Trump is back in office!,care dei offic one first chop block wast govern spend trump back offic,Negative,0.9842464923858643
@realTrumpNewsX I don't know about Traitor. But definitely not friend. I don't know his decision making process. But he wasn't bullied into a decision at least not by Trump,CraigSt35475603,,@realTrumpNewsX I don't know about Traitor. But definitely not friend. I don't know his decision making process. But he wasn't bullied into a decision at least not by Trump,dont know traitor definit friend dont know decis make process wasnt bulli decis least trump,Negative,0.9961439371109009
@EpochTimesDE Trump‼️‼️‼️,SmileQ17blume,,@EpochTimesDE Trump‼️‼️‼️,trump,Positive,0.9725902080535889
@MomAngtrades Who's we? https://t.co/uhVTYvMtWL,BetterDumpDJT,,@MomAngtrades Who's we? https://t.co/uhVTYvMtWL,who,Negative,0.7149438261985779
@DravenNoctis Trump is a Sheldon Adelson puppet.,DanEddBland,,@DravenNoctis Trump is a Sheldon Adelson puppet.,trump sheldon adelson puppet,Negative,0.9475879073143005
@catturd2 Thank you for saying that part out loud. We must understand we will not all agree . Hell I don t agree with my husband but we work it out and I know him personally. I don t even agree with Trump but I m MAGA as all get out. I trust he will do wh,LMozisek,,@catturd2 Thank you for saying that part out loud. We must understand we will not all agree . Hell I don t agree with my husband but we work it out and I know him personally. I don t even agree with Trump but I m MAGA as all get out. I trust he will do wh,thank say part loud must understand agre hell agre husband work know person even agre trump maga get trust wh,Negative,0.9904308915138245
@suzjaxlaw @4HumanUnity @RNC @POTUS @JoeBiden There were 10 mill. Round turns added on 2020 &amp,,,@suzjaxlaw @4HumanUnity @RNC @POTUS @JoeBiden There were 10 mill. Round turns added on 2020 &amp,10 mill round turn ad 2020 amp,Negative,0.6604238748550415
@That_Traveler_X @william_co95995 @JohnLeFevre @TheDemocrats Jeffery Epstein on leaked tapes before election night I was Donald Trump s best friend ,AverageLiberal7,,@That_Traveler_X @william_co95995 @JohnLeFevre @TheDemocrats Jeffery Epstein on leaked tapes before election night I was Donald Trump s best friend ,jefferi epstein leak tape elect night donald trump best friend,Negative,0.9860011339187622
@DillfromTO @Ericrse37986 Republicans have stayed the exact same. Nah. Never would they have elected someone like Trump in the past.,joeymarinara1,,@DillfromTO @Ericrse37986 Republicans have stayed the exact same. Nah. Never would they have elected someone like Trump in the past.,republican stay exact nah never would elect someon like trump past,Negative,0.9582138061523438
@TuckerCNews Can t President Trump sign something that says they have to go back to work?,billmcm05022993,,@TuckerCNews Can t President Trump sign something that says they have to go back to work?,presid trump sign someth say go back work,Negative,0.9862838983535767
@politicsusa46 @realDonaldTrump President-elect Trump you don't even have an idea what a mandate is. Indeed what is truly troubling is that when you said America First it turns out that doesn't apply to American jobs.,NHrynenko02,,@politicsusa46 @realDonaldTrump President-elect Trump you don't even have an idea what a mandate is. Indeed what is truly troubling is that when you said America First it turns out that doesn't apply to American jobs.,presidentelect trump dont even idea mandat inde truli troubl said america first turn doesnt appli american job,Negative,0.9985961318016052
@VJYounMe @realsiff Are women happy in the 2nd kind ?,IsserHarrel,,@VJYounMe @realsiff Are women happy in the 2nd kind ?,women happi 2nd kind,Negative,0.8381582498550415
How about you realize the administration hasn't changed and Donald J Trump isn't the current president.,RichardLit96443,,How about you realize the administration hasn't changed and Donald J Trump isn't the current president.,realiz administr hasnt chang donald trump isnt current presid,Negative,0.9787471890449524
@muchoclouds @BentleyBoodle23 @EvanAKilgore Oh honey TRUMP never cared about you he just needed your votes look in the mirror and tell yourself Im such a gullible idiot for believing him ,itsKai004,,@muchoclouds @BentleyBoodle23 @EvanAKilgore Oh honey TRUMP never cared about you he just needed your votes look in the mirror and tell yourself Im such a gullible idiot for believing him ,oh honey trump never care need vote look mirror tell im gullibl idiot believ,Negative,0.9894492626190186
@pie247937 @1Kdolo @Vital_Vibration Ok I m not telling you to support Trump all I am saying to you is this. Please for your own sake. Look into the history of The Democrat party. And not some biased history from a supporter I mean the actual history.,DDealer1985,,@pie247937 @1Kdolo @Vital_Vibration Ok I m not telling you to support Trump all I am saying to you is this. Please for your own sake. Look into the history of The Democrat party. And not some biased history from a supporter I mean the actual history.,ok tell support trump say pleas sake look histori democrat parti bias histori support mean actual histori,Negative,0.9965394735336304
And I can t leave for the night without calling out the petty ass clowns in the entertainment industry who don t realize that President Trump could give two shits if you perform at the inauguration. Get over yourselves you assholes. You ain t that important,RobCSAO17,,And I can t leave for the night without calling out the petty ass clowns in the entertainment industry who don t realize that President Trump could give two shits if you perform at the inauguration. Get over yourselves you assholes. You ain t that important,leav night without call petti ass clown entertain industri realiz presid trump could give two shit perform inaugur get asshol import,Negative,0.9983142614364624
@RepThomasMassie There are more important things on the table right now. Certify the election and appoint Trump s cabinet picks. We are tired of a few never coming together and causing chaos and stalling. GET IT TOGETHER.,DanielleKr57402,,@RepThomasMassie There are more important things on the table right now. Certify the election and appoint Trump s cabinet picks. We are tired of a few never coming together and causing chaos and stalling. GET IT TOGETHER.,import thing tabl right certifi elect appoint trump cabinet pick tire never come togeth caus chao stall get togeth,Negative,0.9929696917533875
@FischerKing64 Are nerds even leaders? Are the most High IQ people actual leaders? They always seem more like advisors. Socially awkward easily influenced by stronger personalities not higher IQ people but stronger jock like personalities. You see this wi,Stanospeaks22,,@FischerKing64 Are nerds even leaders? Are the most High IQ people actual leaders? They always seem more like advisors. Socially awkward easily influenced by stronger personalities not higher IQ people but stronger jock like personalities. You see this wi,nerd even leader high iq peopl actual leader alway seem like advisor social awkward easili influenc stronger person higher iq peopl stronger jock like person see wi,Negative,0.9917669892311096
@RealPData Remeber when Youngkin said Virginia was in play for Trump?,magicpanda_703,,@RealPData Remeber when Youngkin said Virginia was in play for Trump?,remeb youngkin said virginia play trump,Positive,0.978012204170227
@TheSpiritedAme1 Thank you ,PrayforTrump47,,@TheSpiritedAme1 Thank you ,thank,Positive,0.9998283386230469
The Presidents always do this. Trump did it. Obama did it. Bush did it. Clinton did it.,Cofy21,,The Presidents always do this. Trump did it. Obama did it. Bush did it. Clinton did it.,presid alway trump obama bush clinton,Neutral,0.5099693536758423
I agree with Trump and Musk. Do you?,JosephFordCotto,,I agree with Trump and Musk. Do you?,agre trump musk,Negative,0.9731098413467407
Trump Says Democrats Will Try All Sorts Of Tricks To Delay Cabinet Confirmations https://t.co/ohjFgs6UmF,FishmanLevine,,Trump Says Democrats Will Try All Sorts Of Tricks To Delay Cabinet Confirmations https://t.co/ohjFgs6UmF,trump say democrat tri sort trick delay cabinet confirm,Negative,0.9964377880096436
@akafacehots That was the first and last time Pence stood up for President Trump !!,GenoBarone,,@akafacehots That was the first and last time Pence stood up for President Trump !!,first last time penc stood presid trump,Positive,0.9859404563903809
I like what Mark Cuban has to say about this Healthcare model. It would be cool if the leadership in the Trump Adminstration could get behind this concept. @mcuban @ScottAdamsSays https://t.co/5wxb8iyhgB,JimTorode,,I like what Mark Cuban has to say about this Healthcare model. It would be cool if the leadership in the Trump Adminstration could get behind this concept. @mcuban @ScottAdamsSays https://t.co/5wxb8iyhgB,like mark cuban say healthcar model would cool leadership trump adminstr could get behind concept,Negative,0.9750043749809265
Palestinian official predicts Trump will 'destroy' Iran leading to breakdown (via @NewsfusionApps Israel News) https://t.co/CBAKFihdO6,lalmarB620,,Palestinian official predicts Trump will 'destroy' Iran leading to breakdown (via @NewsfusionApps Israel News) https://t.co/CBAKFihdO6,palestinian offici predict trump destroy iran lead breakdown via israel news,Negative,0.9934220910072327
@glenn_tunes @pjk224142 Glenda in Norway doesn t believe the reality of raising the security threat level when someone has an assassination attempt. You definitely would not be able to wear Clogs in the immediate vicinity of Trump.,Mickeyoreilly,,@glenn_tunes @pjk224142 Glenda in Norway doesn t believe the reality of raising the security threat level when someone has an assassination attempt. You definitely would not be able to wear Clogs in the immediate vicinity of Trump.,glenda norway believ realiti rais secur threat level someon assassin attempt definit would abl wear clog immedi vicin trump,Negative,0.988751232624054
@BenBergquam He hasn t been seen much with Trump.,Godzword96,,@BenBergquam He hasn t been seen much with Trump.,seen much trump,Positive,0.9932251572608948
Jimmy Carter s star will only rise. Trump s will remain in the cellar unless he creates a couple sub basements!,RobertMihaly1,,Jimmy Carter s star will only rise. Trump s will remain in the cellar unless he creates a couple sub basements!,jimmi carter star rise trump remain cellar unless creat coupl sub basement,Negative,0.9974167346954346
@KarluskaP Hopeful smile on my face but otherwise definitely agree.,TRUMPUSAMAGAKAG,,@KarluskaP Hopeful smile on my face but otherwise definitely agree.,hope smile face otherwis definit agre,Positive,0.9886943697929382
Agree- now s the time for the @GOP to come together. Ignore the ankle biters and get on with the Trump agenda,lizpeek,,Agree- now s the time for the @GOP to come together. Ignore the ankle biters and get on with the Trump agenda,agre time come togeth ignor ankl biter get trump agenda,Negative,0.9303169846534729
@HankishTwitZone 3 times for Trump. I was too young for Reagan.,jeff_on_orbit,,@HankishTwitZone 3 times for Trump. I was too young for Reagan.,time trump young reagan,Positive,0.9612008333206177
@Michael72172097 @wideawake_media Trump wanted to get rid of H-1B and now he loves it.,TheTater07,,@Michael72172097 @wideawake_media Trump wanted to get rid of H-1B and now he loves it.,trump want get rid h1b love,Negative,0.9401766657829285
@LynnHall268 @Jason_Martin6 Following,Gimpa4Trump,,@LynnHall268 @Jason_Martin6 Following,follow,Positive,0.9954183101654053
Trump OUTPLAYED by Russia RIGHT AWAY...Putin Laughing https://t.co/dDtMSM9p5N via @YouTube @realDonaldTrump You never wrote The Art of the Deal. All you can do is crap your pants and pay a porn star $130K for 15 seconds of sex and then she told the world about your very https://t.co/ylnwAH5kFB,carlson4774,,Trump OUTPLAYED by Russia RIGHT AWAY...Putin Laughing https://t.co/dDtMSM9p5N via @YouTube @realDonaldTrump You never wrote The Art of the Deal. All you can do is crap your pants and pay a porn star $130K for 15 seconds of sex and then she told the world about your very https://t.co/ylnwAH5kFB,trump outplay russia right awayputin laugh via never wrote art deal crap pant pay porn star 130k 15 second sex told world,Positive,0.9221234917640686
@RepThomasMassie It s time for the republicans in the house and senate to get yourselves together. We want President Trump and his team confirmed and ready to work. This country needs him NOW. We want to know President Trump can count on you,Lissa6120,,@RepThomasMassie It s time for the republicans in the house and senate to get yourselves together. We want President Trump and his team confirmed and ready to work. This country needs him NOW. We want to know President Trump can count on you,time republican hous senat get togeth want presid trump team confirm readi work countri need want know presid trump count,Negative,0.9958833456039429
@anthonyzenkus Ok so on January 21st. Are you going to tweet about Trump s full participation in this holocaust ? This war has been ongoing long before Biden &amp,,,@anthonyzenkus Ok so on January 21st. Are you going to tweet about Trump s full participation in this holocaust ? This war has been ongoing long before Biden &amp,ok januari 21st go tweet trump full particip holocaust war ongo long biden amp,Negative,0.9825133681297302
@catturd2 and the crooked Trump family moves back in to grift off the 🇺🇸 ppl the crooked felon is going to steal whatever he can,Marathon486,,@catturd2 and the crooked Trump family moves back in to grift off the 🇺🇸 ppl the crooked felon is going to steal whatever he can,crook trump famili move back grift ppl crook felon go steal whatev,Negative,0.9883745908737183
@pfm724 @HistorianUSA1 @EricLDaugh Don t fall for the social media drama. Elon is a major reason why Trump won and he wants to save America from going bankrupt. Can t wait to see what he &amp,,,@pfm724 @HistorianUSA1 @EricLDaugh Don t fall for the social media drama. Elon is a major reason why Trump won and he wants to save America from going bankrupt. Can t wait to see what he &amp,fall social media drama elon major reason trump want save america go bankrupt wait see amp,Negative,0.9955411553382874
Trump 2024: Are We Ready for His Vision? #Trump2024 #Politics #BKPPolitics #Campaign2024 #AmericanDream #Optimism #PoliticalDiscussion #VoiceOfRuralAmerica #FutureOfAmerica #ElectionInsights https://t.co/U5upG7GaGG,VoiceofRuralAm,,Trump 2024: Are We Ready for His Vision? #Trump2024 #Politics #BKPPolitics #Campaign2024 #AmericanDream #Optimism #PoliticalDiscussion #VoiceOfRuralAmerica #FutureOfAmerica #ElectionInsights https://t.co/U5upG7GaGG,trump 2024 readi vision,Positive,0.978908896446228
@CollinRugg Roy is anti-Trump so his motives alas are suspect. What with no chance of defeating god-awful Johnson is their end game? Just stop.,NCCoastfan2,,@CollinRugg Roy is anti-Trump so his motives alas are suspect. What with no chance of defeating god-awful Johnson is their end game? Just stop.,roy antitrump motiv ala suspect chanc defeat godaw johnson end game stop,Negative,0.8700477480888367
@TRUMP_ARMY_ It speaks of seasons changing in the bible,Karen59561418,,@TRUMP_ARMY_ It speaks of seasons changing in the bible,speak season chang bibl,Positive,0.9236799478530884
Calif. Dems Beg Buttigieg to Save High-Speed Rail Boondoggle From DOGE and Trump Dump Money on Project via @WestJournalism https://t.co/G4aeVDPxjU This guy has been a JOKE from the beginning!,diane_cossin,,Calif. Dems Beg Buttigieg to Save High-Speed Rail Boondoggle From DOGE and Trump Dump Money on Project via @WestJournalism https://t.co/G4aeVDPxjU This guy has been a JOKE from the beginning!,calif dem beg buttigieg save highspe rail boondoggl doge trump dump money project via guy joke begin,Negative,0.9976162910461426
@RottenApples4u @GuntherEagleman @realDonaldTrump This is fact. Until Trump denounces this H1B bullshit i hope he gets stonewalled,warmachineofgod,,@RottenApples4u @GuntherEagleman @realDonaldTrump This is fact. Until Trump denounces this H1B bullshit i hope he gets stonewalled,fact trump denounc h1b bullshit hope get stonewal,Negative,0.9464498162269592
I will answer all questions once Trump is in the WH by not before.,DGOstaro,,I will answer all questions once Trump is in the WH by not before.,answer question trump wh,Negative,0.9299905896186829
@DonaldJTrumpJr Please Stop Elon! Only you can do it! #MAGA #Trump https://t.co/BRrUsNC8mb,Vulpes47899277,,@DonaldJTrumpJr Please Stop Elon! Only you can do it! #MAGA #Trump https://t.co/BRrUsNC8mb,pleas stop elon,Negative,0.9950321912765503
@akafacehots Hope Trump legislates this law. Defacing or burning the flag should be a felony.,Michael75761724,,@akafacehots Hope Trump legislates this law. Defacing or burning the flag should be a felony.,hope trump legisl law defac burn flag feloni,Neutral,0.5919959545135498
@aaronjmate Well in 3 weeks Trump can and should un-redact the entire thing,D4YM4N,,@aaronjmate Well in 3 weeks Trump can and should un-redact the entire thing,well week trump unredact entir thing,Negative,0.9896624088287354
@EricLDaugh Take out the illegal votes in the states California New York Michigan... 65% for Trump,s_ardiel,,@EricLDaugh Take out the illegal votes in the states California New York Michigan... 65% for Trump,take illeg vote state california new york michigan 65 trump,Negative,0.9267009496688843
@politvidchannel MORE Party 1st WAR Games at Expense of WE the Taxpayer American Citizens. This Type of Legislation IS Reason Trump Was Elected in 2026. A WARNING to Elite Political Class That THEY IGNORED &amp,,,@politvidchannel MORE Party 1st WAR Games at Expense of WE the Taxpayer American Citizens. This Type of Legislation IS Reason Trump Was Elected in 2026. A WARNING to Elite Political Class That THEY IGNORED &amp,parti 1st war game expens taxpay american citizen type legisl reason trump elect 2026 warn elit polit class ignor amp,Negative,0.9925447106361389
@QPATRIOTMLO1 Awww how lovely. She got here in the nick of time! Congratulations!,TrumpTrump1111,,@QPATRIOTMLO1 Awww how lovely. She got here in the nick of time! Congratulations!,awww love got nick time congratul,Positive,0.9879558682441711
@FoxNews He (they) are doing everything they can think of to sabotage Trump's Presidency.,lazlo_steve,,@FoxNews He (they) are doing everything they can think of to sabotage Trump's Presidency.,everyth think sabotag trump presid,Negative,0.9764576554298401
@MASKEDMANIACXXX No. Never watching anything he makes. Can't forget him talking about wanting trump killed,DanielSchi91538,,@MASKEDMANIACXXX No. Never watching anything he makes. Can't forget him talking about wanting trump killed,never watch anyth make cant forget talk want trump kill,Neutral,0.5553894639015198
@TaraBull808 For now yes Trust Trump s judgement,KANS449707,,@TaraBull808 For now yes Trust Trump s judgement,ye trust trump judgement,Positive,0.9361131191253662
@allenanalysis According to president non elect musk &amp,,,@allenanalysis According to president non elect musk &amp,accord presid non elect musk amp,Negative,0.7456848621368408
@DefiyantlyFree It's just passion. Not poison They have destroyed any trust in polling So WE have no one to keep score Nobody is leading in here and Trump is not making a case. Who do you nominate,Cecelia78932677,,@DefiyantlyFree It's just passion. Not poison They have destroyed any trust in polling So WE have no one to keep score Nobody is leading in here and Trump is not making a case. Who do you nominate,passion poison destroy trust poll one keep score nobodi lead trump make case nomin,Negative,0.993200957775116
@petrock20 @bmaisch18 @Riley_Gaines_ @catturd2 Here's how tRump was responsible for 400k deaths. https://t.co/xuZhVy7LLj,parrotpati,,@petrock20 @bmaisch18 @Riley_Gaines_ @catturd2 Here's how tRump was responsible for 400k deaths. https://t.co/xuZhVy7LLj,here trump respons 400k death,Negative,0.9834505319595337
@TuckerCNews As I understand it she did exactly what she's accused Trump of...let God deal with her,miketildeath,,@TuckerCNews As I understand it she did exactly what she's accused Trump of...let God deal with her,understand exactli she accus trump oflet god deal,Negative,0.9516000151634216
@suchnerve @Sembe_1312 My observation is that Trump tried to downplay the approach of Covid it was obviously huge and he absolved himself of blame by never acknowledging it seriously. Demonize Fauci ridicule people who take it seriously (mask wearers). Ma,Mfusion66,,@suchnerve @Sembe_1312 My observation is that Trump tried to downplay the approach of Covid it was obviously huge and he absolved himself of blame by never acknowledging it seriously. Demonize Fauci ridicule people who take it seriously (mask wearers). Ma,observ trump tri downplay approach covid obvious huge absolv blame never acknowledg serious demon fauci ridicul peopl take serious mask wearer,Negative,0.988189697265625
@elonmusk Do not forget about the 150000 frogs who were suspended for supporting Trump (And thank you for helping save the free world) https://t.co/TkmkVF0tAY,Rush__17,,@elonmusk Do not forget about the 150000 frogs who were suspended for supporting Trump (And thank you for helping save the free world) https://t.co/TkmkVF0tAY,forget 150000 frog suspend support trump thank help save free world,Negative,0.9906394481658936
@gwenssmith @gatewaypundit Exactly!!!!!!!! We didn't vote for that Mr Trump!!!!,JodiHes54318635,,@gwenssmith @gatewaypundit Exactly!!!!!!!! We didn't vote for that Mr Trump!!!!,exactli didnt vote mr trump,Negative,0.9951279163360596
@BreitbartNews The despise her.,TheTrump4547,,@BreitbartNews The despise her.,despis,Negative,0.9948939085006714
Massive spending by the Trump administration further fueled by the unlimited money pit that we call Congress will save the United States by changing our currency to digital currency. But it will just add more unsustainable debt to our economy and kick the can down the road.,randysult,,Massive spending by the Trump administration further fueled by the unlimited money pit that we call Congress will save the United States by changing our currency to digital currency. But it will just add more unsustainable debt to our economy and kick the can down the road.,massiv spend trump administr fuel unlimit money pit call congress save unit state chang currenc digit currenc add unsustain debt economi kick road,Negative,0.9917851686477661
@DerrickEvans4WV Damn it why did President Trump pull people from the house and the Senate to be his nominees we needed those people there OMG why did he do that??,ohworriesme,,@DerrickEvans4WV Damn it why did President Trump pull people from the house and the Senate to be his nominees we needed those people there OMG why did he do that??,damn presid trump pull peopl hous senat nomine need peopl omg,Negative,0.9964303374290466
@DefiyantlyFree Man I hope they finally primary this dude. All he does is to show boat. He was a Desantis Supporter so now he will give Trump problems,insanethrottle,,@DefiyantlyFree Man I hope they finally primary this dude. All he does is to show boat. He was a Desantis Supporter so now he will give Trump problems,man hope final primari dude show boat desanti support give trump problem,Negative,0.9471376538276672
. impersonating pres. trump is a hobby in china. .,opAZ01,,. impersonating pres. trump is a hobby in china. .,imperson pre trump hobbi china,Negative,0.8438219428062439
@TRUMP_ARMY_ Absolutely,AlphadogKing,,@TRUMP_ARMY_ Absolutely,absolut,Negative,0.9620113372802734
@clantro @pfm724 @EricLDaugh So I worked in the political field for a decade. I ve been out of it as long. Asked some friends on it for their perspective. Musk has made big enemies. He is forever gone from the left and he has wrecked a LOT on the right li,HistorianUSA1,,@clantro @pfm724 @EricLDaugh So I worked in the political field for a decade. I ve been out of it as long. Asked some friends on it for their perspective. Musk has made big enemies. He is forever gone from the left and he has wrecked a LOT on the right li,work polit field decad long ask friend perspect musk made big enemi forev gone left wreck lot right li,Negative,0.9853001236915588
@DanielOnTheGo_ @ElonClipsX Don t be fooled by LEON!!! LEON and Trump no nothing about fairness!,SamMorgad16030,,@DanielOnTheGo_ @ElonClipsX Don t be fooled by LEON!!! LEON and Trump no nothing about fairness!,fool leon leon trump noth fair,Negative,0.9990476965904236
@pax42000 @EdKrassen @ArthurSchwartz @realDonaldTrump His post says undocumented. Ed never said trump was putting the opposition into camps UNDOCUMENTED,PachecAdams,,@pax42000 @EdKrassen @ArthurSchwartz @realDonaldTrump His post says undocumented. Ed never said trump was putting the opposition into camps UNDOCUMENTED,post say undocu ed never said trump put opposit camp undocu,Positive,0.828350305557251
@HenderGren @ItsTheHousing @TimLukeAnderson @MomAngtrades I was talking about why Trump failed to deliver on his promises. You ll find a way to blame Biden.,TruuP8triot,,@HenderGren @ItsTheHousing @TimLukeAnderson @MomAngtrades I was talking about why Trump failed to deliver on his promises. You ll find a way to blame Biden.,talk trump fail deliv promis find way blame biden,Negative,0.9967370629310608
Stacey Abrams says Trump re-election was not a 'seismic shift' or 'landslide'. If the Democrats had won the house senate electoral college and popular vote she would say it was a big deal. https://t.co/reAXZyzmOa,Descendant8313,,Stacey Abrams says Trump re-election was not a 'seismic shift' or 'landslide'. If the Democrats had won the house senate electoral college and popular vote she would say it was a big deal. https://t.co/reAXZyzmOa,stacey abram say trump reelect seismic shift landslid democrat hous senat elector colleg popular vote would say big deal,Negative,0.950413167476654
@PaulBnuts @WallStreetApes Did Trump stop them the first time?,GringoSuave84,,@PaulBnuts @WallStreetApes Did Trump stop them the first time?,trump stop first time,Negative,0.8088586330413818
@Dolan_J_Trump Nah January was different. This was great too tho!,HeardNavarre,,@Dolan_J_Trump Nah January was different. This was great too tho!,nah januari differ great tho,Negative,0.9559209942817688
@CheshireMatters @David__Osland Trump is Spot On!! London is ruined!!,jryan60868798,,@CheshireMatters @David__Osland Trump is Spot On!! London is ruined!!,trump spot london ruin,Negative,0.9995365142822266
@Limitless_LT @AshurRig @GeneralMCNews @elonmusk Trump has always hired them,sodbuster505,,@Limitless_LT @AshurRig @GeneralMCNews @elonmusk Trump has always hired them,trump alway hire,Positive,0.9811471700668335
@Timcast I wanna believe in Elon. I wanna believe in Trump. But at the end of the day tyranny will always prevail unless we are diligent. @elonmusk I ve seen many accounts banned and losing their privileges on X because they re shitposting about things yo,guitargemini7,,@Timcast I wanna believe in Elon. I wanna believe in Trump. But at the end of the day tyranny will always prevail unless we are diligent. @elonmusk I ve seen many accounts banned and losing their privileges on X because they re shitposting about things yo,wan na believ elon wan na believ trump end day tyranni alway prevail unless dilig seen mani account ban lose privileg shitpost thing yo,Negative,0.9529046416282654
@george_ludgate @TacoforFive1 @atensnut We See Things More Clearly You. Forced. People. In. Camps. Your opinions on America is irrelevant. Id be angry if trump won too if i relied on the tit of the US. Now go do your job and cut the bushes around Pine Gap,VenusBiden,,@george_ludgate @TacoforFive1 @atensnut We See Things More Clearly You. Forced. People. In. Camps. Your opinions on America is irrelevant. Id be angry if trump won too if i relied on the tit of the US. Now go do your job and cut the bushes around Pine Gap,see thing clearli forc peopl camp opinion america irrelev id angri trump reli tit us go job cut bush around pine gap,Negative,0.9915157556533813
I honestly am starting to see why that guy tried to kill trump and wish he succeeded (FBI don't come for me just an opinion),BennyBoozu,,I honestly am starting to see why that guy tried to kill trump and wish he succeeded (FBI don't come for me just an opinion),honestli start see guy tri kill trump wish succeed fbi dont come opinion,Negative,0.9088816046714783
@realDonaldTrump Trump s statements and nominations were almost negatively correlated with his campaign promises,AhmedJY10,,@realDonaldTrump Trump s statements and nominations were almost negatively correlated with his campaign promises,trump statement nomin almost neg correl campaign promis,Negative,0.9925145506858826
